,IDCrop,Crop_Sequence_Trt_Species_Legume_Harvested,Crop_Sequence_Trt_Cultivar_Name,Crop_Sequence_Trt_Growing_Season_Number,IDSite_Site,IDSite,Site_Name,Site_Country,Site_Latitude,Site_Longitude,Site_Coordinate_Source,Site_Soil_Depth_Variable_m,Site_Soil_Classification_Name,Site_Soil_Texture_Name,Site_Soil_pH,Site_Precipitation_mm,Site_Precipitation_Period,Site_Precipitation_Period_Month,Crop_Sequence_Trt_Species_Order,Crop_Sequence_Trt_Name,Crop_Sequence_Trt_Species_Number,IDRotation_CropSystem,Crop_Sequence_Treatment_Name,Crop_Site_Growing_Season_ID,Crop_Growing_Season_Year_First,Crop_Growing_Season_Year_Last,Crop_Growing_Season_Number,Crop_Species_Scientific_Name,Crop_Species_Common_Name,Crop_Species_Legume,IDRotation,Crop_Date_Harvest,Crop_Date_Seeding,Crop_Following_Number,Crop_Multiple_Following_For_Same_Preceding,Crop_Across_Treatment_Averaged_Value,Crop_Across_Species_Same_Treatment_Value,Crop_Replicate_Number,Crop_Yield_Grain,Crop_Yield_Grain_Unit,identifiant_Paper,Crop_Date_From_Seeding_To_Harvest_Day_Number,Site_Precipitation_Period_Year,Site_City_State_Region,Site_Temperature_Period_Month,Site_Temperature_Celsius,Site_Temperature_Period
497,4561,0,Dynamite-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Rape-Common wheat,Rape-Common wheat,2,2116,Rape-Common wheat,265,2000,2000,1,Brassica napus,Rape,0,2116,23 Aug. 2000,08 May 2000,1,0,0,1,4,1.48,t.ha-1,130,107,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
498,4562,0,Dynamite-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Rape-Common wheat,Rape-Common wheat,2,2116,Rape-Common wheat,265,2000,2000,1,Brassica napus,Rape,0,2116,23 Aug. 2000,08 May 2000,1,0,0,1,4,1.59,t.ha-1,130,107,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
499,4656,0,Dynamite-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Rape-Common wheat,Rape-Common wheat,2,2116,Rape-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2116,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4,2.91,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
500,4657,0,Dynamite-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Rape-Common wheat,Rape-Common wheat,2,2116,Rape-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2116,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4,3.25,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
501,4658,0,Dynamite-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Rape-Common wheat,Rape-Common wheat,2,2116,Rape-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2116,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4,3.17,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
502,4659,0,Dynamite-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Rape-Common wheat,Rape-Common wheat,2,2116,Rape-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2116,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4,2.97,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
503,4660,0,Dynamite-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Rape-Common wheat,Rape-Common wheat,2,2116,Rape-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2116,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4,2.88,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
504,4661,0,Dynamite-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Rape-Common wheat,Rape-Common wheat,2,2116,Rape-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2116,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4,3.13,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
505,4662,0,Dynamite-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Rape-Common wheat,Rape-Common wheat,2,2116,Rape-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2116,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4,3.04,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
506,4663,0,Dynamite-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Rape-Common wheat,Rape-Common wheat,2,2116,Rape-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2116,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4,3.09,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
507,4664,0,Dynamite-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Rape-Common wheat,Rape-Common wheat,2,2116,Rape-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2116,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4,3.00,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
508,4665,0,Dynamite-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Rape-Common wheat,Rape-Common wheat,2,2116,Rape-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2116,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4,3.00,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
509,4756,0,Dynamite-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Rape-Common wheat,Rape-Common wheat,2,2116,Rape-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2116,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4,4.12,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
510,4757,0,Dynamite-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Rape-Common wheat,Rape-Common wheat,2,2116,Rape-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2116,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4,3.91,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
511,4758,0,Dynamite-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Rape-Common wheat,Rape-Common wheat,2,2116,Rape-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2116,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4,4.11,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
512,4759,0,Dynamite-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Rape-Common wheat,Rape-Common wheat,2,2116,Rape-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2116,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4,4.01,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
513,4760,0,Dynamite-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Rape-Common wheat,Rape-Common wheat,2,2116,Rape-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2116,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4,4.05,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
514,4761,0,Dynamite-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Rape-Common wheat,Rape-Common wheat,2,2116,Rape-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2116,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4,4.21,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
515,4762,0,Dynamite-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Rape-Common wheat,Rape-Common wheat,2,2116,Rape-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2116,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4,4.10,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
516,4763,0,Dynamite-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Rape-Common wheat,Rape-Common wheat,2,2116,Rape-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2116,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4,4.36,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
517,4764,0,Dynamite-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Rape-Common wheat,Rape-Common wheat,2,2116,Rape-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2116,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4,4.11,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
518,4765,0,Dynamite-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Rape-Common wheat,Rape-Common wheat,2,2116,Rape-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2116,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4,3.95,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
519,4463,0,Meyer-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Crambe-Common wheat,Crambe-Common wheat,2,2117,Crambe-Common wheat,264,1999,1999,1,Crambe abyssinica,Crambe,0,2117,23 Aug. 1999,08 May 1999,1,0,0,1,4,1.69,t.ha-1,130,107,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
520,4464,0,Meyer-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Crambe-Common wheat,Crambe-Common wheat,2,2117,Crambe-Common wheat,264,1999,1999,1,Crambe abyssinica,Crambe,0,2117,23 Aug. 1999,08 May 1999,1,0,0,1,4,1.77,t.ha-1,130,107,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
521,4465,0,Meyer-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Crambe-Common wheat,Crambe-Common wheat,2,2117,Crambe-Common wheat,264,1999,1999,1,Crambe abyssinica,Crambe,0,2117,23 Aug. 1999,08 May 1999,1,0,0,1,4,1.56,t.ha-1,130,107,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
522,4466,0,Meyer-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Crambe-Common wheat,Crambe-Common wheat,2,2117,Crambe-Common wheat,264,1999,1999,1,Crambe abyssinica,Crambe,0,2117,23 Aug. 1999,08 May 1999,1,0,0,1,4,2.36,t.ha-1,130,107,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
523,4467,0,Meyer-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Crambe-Common wheat,Crambe-Common wheat,2,2117,Crambe-Common wheat,264,1999,1999,1,Crambe abyssinica,Crambe,0,2117,23 Aug. 1999,08 May 1999,1,0,0,1,4,1.79,t.ha-1,130,107,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
524,4468,0,Meyer-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Crambe-Common wheat,Crambe-Common wheat,2,2117,Crambe-Common wheat,264,1999,1999,1,Crambe abyssinica,Crambe,0,2117,23 Aug. 1999,08 May 1999,1,0,0,1,4,1.52,t.ha-1,130,107,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
525,4469,0,Meyer-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Crambe-Common wheat,Crambe-Common wheat,2,2117,Crambe-Common wheat,264,1999,1999,1,Crambe abyssinica,Crambe,0,2117,23 Aug. 1999,08 May 1999,1,0,0,1,4,1.65,t.ha-1,130,107,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
526,4470,0,Meyer-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Crambe-Common wheat,Crambe-Common wheat,2,2117,Crambe-Common wheat,264,1999,1999,1,Crambe abyssinica,Crambe,0,2117,23 Aug. 1999,08 May 1999,1,0,0,1,4,1.76,t.ha-1,130,107,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
527,4471,0,Meyer-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Crambe-Common wheat,Crambe-Common wheat,2,2117,Crambe-Common wheat,264,1999,1999,1,Crambe abyssinica,Crambe,0,2117,23 Aug. 1999,08 May 1999,1,0,0,1,4,1.88,t.ha-1,130,107,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
528,4472,0,Meyer-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Crambe-Common wheat,Crambe-Common wheat,2,2117,Crambe-Common wheat,264,1999,1999,1,Crambe abyssinica,Crambe,0,2117,23 Aug. 1999,08 May 1999,1,0,0,1,4,2.03,t.ha-1,130,107,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
529,4564,0,Meyer-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Crambe-Common wheat,Crambe-Common wheat,2,2117,Crambe-Common wheat,265,2000,2000,1,Crambe abyssinica,Crambe,0,2117,23 Aug. 2000,08 May 2000,1,0,0,1,4,0.24,t.ha-1,130,107,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
530,4565,0,Meyer-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Crambe-Common wheat,Crambe-Common wheat,2,2117,Crambe-Common wheat,265,2000,2000,1,Crambe abyssinica,Crambe,0,2117,23 Aug. 2000,08 May 2000,1,0,0,1,4,1.07,t.ha-1,130,107,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
531,4566,0,Meyer-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Crambe-Common wheat,Crambe-Common wheat,2,2117,Crambe-Common wheat,265,2000,2000,1,Crambe abyssinica,Crambe,0,2117,23 Aug. 2000,08 May 2000,1,0,0,1,4,0.93,t.ha-1,130,107,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
532,4567,0,Meyer-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Crambe-Common wheat,Crambe-Common wheat,2,2117,Crambe-Common wheat,265,2000,2000,1,Crambe abyssinica,Crambe,0,2117,23 Aug. 2000,08 May 2000,1,0,0,1,4,0.98,t.ha-1,130,107,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
533,4568,0,Meyer-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Crambe-Common wheat,Crambe-Common wheat,2,2117,Crambe-Common wheat,265,2000,2000,1,Crambe abyssinica,Crambe,0,2117,23 Aug. 2000,08 May 2000,1,0,0,1,4,1.30,t.ha-1,130,107,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
534,4569,0,Meyer-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Crambe-Common wheat,Crambe-Common wheat,2,2117,Crambe-Common wheat,265,2000,2000,1,Crambe abyssinica,Crambe,0,2117,23 Aug. 2000,08 May 2000,1,0,0,1,4,0.92,t.ha-1,130,107,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
535,4570,0,Meyer-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Crambe-Common wheat,Crambe-Common wheat,2,2117,Crambe-Common wheat,265,2000,2000,1,Crambe abyssinica,Crambe,0,2117,23 Aug. 2000,08 May 2000,1,0,0,1,4,1.13,t.ha-1,130,107,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
536,4571,0,Meyer-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Crambe-Common wheat,Crambe-Common wheat,2,2117,Crambe-Common wheat,265,2000,2000,1,Crambe abyssinica,Crambe,0,2117,23 Aug. 2000,08 May 2000,1,0,0,1,4,1.54,t.ha-1,130,107,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
537,4572,0,Meyer-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Crambe-Common wheat,Crambe-Common wheat,2,2117,Crambe-Common wheat,265,2000,2000,1,Crambe abyssinica,Crambe,0,2117,23 Aug. 2000,08 May 2000,1,0,0,1,4,1.15,t.ha-1,130,107,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
538,4573,0,Meyer-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Crambe-Common wheat,Crambe-Common wheat,2,2117,Crambe-Common wheat,265,2000,2000,1,Crambe abyssinica,Crambe,0,2117,23 Aug. 2000,08 May 2000,1,0,0,1,4,1.30,t.ha-1,130,107,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
539,4666,0,Meyer-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Crambe-Common wheat,Crambe-Common wheat,2,2117,Crambe-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2117,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4,3.06,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
540,4667,0,Meyer-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Crambe-Common wheat,Crambe-Common wheat,2,2117,Crambe-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2117,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4,3.15,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
541,4668,0,Meyer-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Crambe-Common wheat,Crambe-Common wheat,2,2117,Crambe-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2117,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4,3.13,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
542,4669,0,Meyer-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Crambe-Common wheat,Crambe-Common wheat,2,2117,Crambe-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2117,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4,2.93,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
543,4670,0,Meyer-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Crambe-Common wheat,Crambe-Common wheat,2,2117,Crambe-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2117,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4,3.14,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
544,4671,0,Meyer-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Crambe-Common wheat,Crambe-Common wheat,2,2117,Crambe-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2117,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4,3.07,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
545,4672,0,Meyer-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Crambe-Common wheat,Crambe-Common wheat,2,2117,Crambe-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2117,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4,2.97,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
546,4673,0,Meyer-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Crambe-Common wheat,Crambe-Common wheat,2,2117,Crambe-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2117,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4,3.25,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
547,4674,0,Meyer-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Crambe-Common wheat,Crambe-Common wheat,2,2117,Crambe-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2117,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4,3.07,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
548,4675,0,Meyer-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Crambe-Common wheat,Crambe-Common wheat,2,2117,Crambe-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2117,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4,2.94,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
549,4766,0,Meyer-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Crambe-Common wheat,Crambe-Common wheat,2,2117,Crambe-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2117,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4,4.45,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
550,4767,0,Meyer-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Crambe-Common wheat,Crambe-Common wheat,2,2117,Crambe-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2117,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4,3.90,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
551,4768,0,Meyer-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Crambe-Common wheat,Crambe-Common wheat,2,2117,Crambe-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2117,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4,4.25,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
552,4769,0,Meyer-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409,Annual,Jan.-Dec.,Crambe-Common wheat,Crambe-Common wheat,2,2117,Crambe-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2117,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4,4.25,t.ha-1,130,122,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual
