IDCrop,Crop_Sequence_Trt_Species_Legume_Harvested,Crop_Sequence_Trt_Cultivar_Name,Crop_Sequence_Trt_Growing_Season_Number,IDSite_Site,IDSite,Site_Name,Site_Country,Site_Latitude,Site_Longitude,Site_Coordinate_Source,Site_Soil_Depth_Variable_m,Site_Soil_Classification_Name,Site_Soil_Texture_Name,Site_Soil_pH,Site_Precipitation_mm,Site_Precipitation_Period,Site_Precipitation_Period_Month,Crop_Sequence_Trt_Species_Order,Crop_Sequence_Trt_Name,Crop_Sequence_Trt_Species_Number,IDRotation_CropSystem,Crop_Sequence_Treatment_Name,Crop_Site_Growing_Season_ID,Crop_Growing_Season_Year_First,Crop_Growing_Season_Year_Last,Crop_Growing_Season_Number,Crop_Species_Scientific_Name,Crop_Species_Common_Name,Crop_Species_Legume,IDRotation,Crop_Date_Harvest,Crop_Date_Seeding,Crop_Following_Number,Crop_Multiple_Following_For_Same_Preceding,Crop_Across_Treatment_Averaged_Value,Crop_Across_Species_Same_Treatment_Value,Crop_Replicate_Number,Crop_Yield_Grain,Crop_Yield_Grain_Unit,identifiant_Paper,Crop_Date_From_Seeding_To_Harvest_Day_Number,Site_Precipitation_Period_Year,Site_City_State_Region,Site_Temperature_Period_Month,Site_Temperature_Celsius,Site_Temperature_Period,Averege_Humidity,Averege_Solar
4671,0,Meyer-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Crambe-Common wheat,Crambe-Common wheat,2,2117,Crambe-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2117,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4.0,3.07,t.ha-1,130,122.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4672,0,Meyer-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Crambe-Common wheat,Crambe-Common wheat,2,2117,Crambe-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2117,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4.0,2.97,t.ha-1,130,122.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4673,0,Meyer-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Crambe-Common wheat,Crambe-Common wheat,2,2117,Crambe-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2117,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4.0,3.25,t.ha-1,130,122.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4674,0,Meyer-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Crambe-Common wheat,Crambe-Common wheat,2,2117,Crambe-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2117,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4.0,3.07,t.ha-1,130,122.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4675,0,Meyer-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Crambe-Common wheat,Crambe-Common wheat,2,2117,Crambe-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2117,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4.0,2.94,t.ha-1,130,122.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4766,0,Meyer-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Crambe-Common wheat,Crambe-Common wheat,2,2117,Crambe-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2117,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4.0,4.45,t.ha-1,130,122.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4767,0,Meyer-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Crambe-Common wheat,Crambe-Common wheat,2,2117,Crambe-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2117,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4.0,3.9,t.ha-1,130,122.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4768,0,Meyer-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Crambe-Common wheat,Crambe-Common wheat,2,2117,Crambe-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2117,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4.0,4.25,t.ha-1,130,122.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4769,0,Meyer-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Crambe-Common wheat,Crambe-Common wheat,2,2117,Crambe-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2117,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4.0,4.25,t.ha-1,130,122.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4770,0,Meyer-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Crambe-Common wheat,Crambe-Common wheat,2,2117,Crambe-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2117,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4.0,4.4,t.ha-1,130,122.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4771,0,Meyer-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Crambe-Common wheat,Crambe-Common wheat,2,2117,Crambe-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2117,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4.0,4.08,t.ha-1,130,122.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4772,0,Meyer-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Crambe-Common wheat,Crambe-Common wheat,2,2117,Crambe-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2117,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4.0,4.18,t.ha-1,130,122.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4773,0,Meyer-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Crambe-Common wheat,Crambe-Common wheat,2,2117,Crambe-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2117,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4.0,4.39,t.ha-1,130,122.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4774,0,Meyer-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Crambe-Common wheat,Crambe-Common wheat,2,2117,Crambe-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2117,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4.0,4.06,t.ha-1,130,122.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4775,0,Meyer-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Crambe-Common wheat,Crambe-Common wheat,2,2117,Crambe-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2117,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4.0,4.45,t.ha-1,130,122.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4473,1,T 39 or Black Shadow-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Kidney bean-Common wheat,Kidney bean-Common wheat,2,2118,Kidney bean-Common wheat,264,1999,1999,1,Phaseolus vulgaris,Kidney bean,1,2118,15 Sep. 1999,15 Jun. 1999,1,0,0,1,4.0,1.24,t.ha-1,130,92.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4474,1,T 39 or Black Shadow-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Kidney bean-Common wheat,Kidney bean-Common wheat,2,2118,Kidney bean-Common wheat,264,1999,1999,1,Phaseolus vulgaris,Kidney bean,1,2118,15 Sep. 1999,15 Jun. 1999,1,0,0,1,4.0,0.97,t.ha-1,130,92.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4475,1,T 39 or Black Shadow-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Kidney bean-Common wheat,Kidney bean-Common wheat,2,2118,Kidney bean-Common wheat,264,1999,1999,1,Phaseolus vulgaris,Kidney bean,1,2118,15 Sep. 1999,15 Jun. 1999,1,0,0,1,4.0,1.18,t.ha-1,130,92.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4476,1,T 39 or Black Shadow-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Kidney bean-Common wheat,Kidney bean-Common wheat,2,2118,Kidney bean-Common wheat,264,1999,1999,1,Phaseolus vulgaris,Kidney bean,1,2118,15 Sep. 1999,15 Jun. 1999,1,0,0,1,4.0,1.22,t.ha-1,130,92.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4477,1,T 39 or Black Shadow-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Kidney bean-Common wheat,Kidney bean-Common wheat,2,2118,Kidney bean-Common wheat,264,1999,1999,1,Phaseolus vulgaris,Kidney bean,1,2118,15 Sep. 1999,15 Jun. 1999,1,0,0,1,4.0,1.13,t.ha-1,130,92.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4478,1,T 39 or Black Shadow-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Kidney bean-Common wheat,Kidney bean-Common wheat,2,2118,Kidney bean-Common wheat,264,1999,1999,1,Phaseolus vulgaris,Kidney bean,1,2118,15 Sep. 1999,15 Jun. 1999,1,0,0,1,4.0,0.82,t.ha-1,130,92.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4479,1,T 39 or Black Shadow-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Kidney bean-Common wheat,Kidney bean-Common wheat,2,2118,Kidney bean-Common wheat,264,1999,1999,1,Phaseolus vulgaris,Kidney bean,1,2118,15 Sep. 1999,15 Jun. 1999,1,0,0,1,4.0,1.1,t.ha-1,130,92.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4480,1,T 39 or Black Shadow-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Kidney bean-Common wheat,Kidney bean-Common wheat,2,2118,Kidney bean-Common wheat,264,1999,1999,1,Phaseolus vulgaris,Kidney bean,1,2118,15 Sep. 1999,15 Jun. 1999,1,0,0,1,4.0,0.99,t.ha-1,130,92.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4481,1,T 39 or Black Shadow-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Kidney bean-Common wheat,Kidney bean-Common wheat,2,2118,Kidney bean-Common wheat,264,1999,1999,1,Phaseolus vulgaris,Kidney bean,1,2118,15 Sep. 1999,15 Jun. 1999,1,0,0,1,4.0,0.76,t.ha-1,130,92.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4482,1,T 39 or Black Shadow-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Kidney bean-Common wheat,Kidney bean-Common wheat,2,2118,Kidney bean-Common wheat,264,1999,1999,1,Phaseolus vulgaris,Kidney bean,1,2118,15 Sep. 1999,15 Jun. 1999,1,0,0,1,4.0,1.33,t.ha-1,130,92.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4574,1,T 39 or Black Shadow-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Kidney bean-Common wheat,Kidney bean-Common wheat,2,2118,Kidney bean-Common wheat,265,2000,2000,1,Phaseolus vulgaris,Kidney bean,1,2118,15 Sep. 2000,15 Jun. 2000,1,0,0,1,4.0,1.52,t.ha-1,130,92.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4575,1,T 39 or Black Shadow-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Kidney bean-Common wheat,Kidney bean-Common wheat,2,2118,Kidney bean-Common wheat,265,2000,2000,1,Phaseolus vulgaris,Kidney bean,1,2118,15 Sep. 2000,15 Jun. 2000,1,0,0,1,4.0,1.04,t.ha-1,130,92.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4576,1,T 39 or Black Shadow-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Kidney bean-Common wheat,Kidney bean-Common wheat,2,2118,Kidney bean-Common wheat,265,2000,2000,1,Phaseolus vulgaris,Kidney bean,1,2118,15 Sep. 2000,15 Jun. 2000,1,0,0,1,4.0,1.88,t.ha-1,130,92.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4577,1,T 39 or Black Shadow-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Kidney bean-Common wheat,Kidney bean-Common wheat,2,2118,Kidney bean-Common wheat,265,2000,2000,1,Phaseolus vulgaris,Kidney bean,1,2118,15 Sep. 2000,15 Jun. 2000,1,0,0,1,4.0,2.11,t.ha-1,130,92.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4578,1,T 39 or Black Shadow-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Kidney bean-Common wheat,Kidney bean-Common wheat,2,2118,Kidney bean-Common wheat,265,2000,2000,1,Phaseolus vulgaris,Kidney bean,1,2118,15 Sep. 2000,15 Jun. 2000,1,0,0,1,4.0,1.98,t.ha-1,130,92.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4579,1,T 39 or Black Shadow-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Kidney bean-Common wheat,Kidney bean-Common wheat,2,2118,Kidney bean-Common wheat,265,2000,2000,1,Phaseolus vulgaris,Kidney bean,1,2118,15 Sep. 2000,15 Jun. 2000,1,0,0,1,4.0,1.91,t.ha-1,130,92.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4580,1,T 39 or Black Shadow-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Kidney bean-Common wheat,Kidney bean-Common wheat,2,2118,Kidney bean-Common wheat,265,2000,2000,1,Phaseolus vulgaris,Kidney bean,1,2118,15 Sep. 2000,15 Jun. 2000,1,0,0,1,4.0,2.02,t.ha-1,130,92.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4581,1,T 39 or Black Shadow-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Kidney bean-Common wheat,Kidney bean-Common wheat,2,2118,Kidney bean-Common wheat,265,2000,2000,1,Phaseolus vulgaris,Kidney bean,1,2118,15 Sep. 2000,15 Jun. 2000,1,0,0,1,4.0,2.14,t.ha-1,130,92.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4582,1,T 39 or Black Shadow-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Kidney bean-Common wheat,Kidney bean-Common wheat,2,2118,Kidney bean-Common wheat,265,2000,2000,1,Phaseolus vulgaris,Kidney bean,1,2118,15 Sep. 2000,15 Jun. 2000,1,0,0,1,4.0,2.01,t.ha-1,130,92.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4583,1,T 39 or Black Shadow-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Kidney bean-Common wheat,Kidney bean-Common wheat,2,2118,Kidney bean-Common wheat,265,2000,2000,1,Phaseolus vulgaris,Kidney bean,1,2118,15 Sep. 2000,15 Jun. 2000,1,0,0,1,4.0,1.83,t.ha-1,130,92.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4676,1,T 39 or Black Shadow-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Kidney bean-Common wheat,Kidney bean-Common wheat,2,2118,Kidney bean-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2118,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4.0,3.36,t.ha-1,130,122.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4677,1,T 39 or Black Shadow-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Kidney bean-Common wheat,Kidney bean-Common wheat,2,2118,Kidney bean-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2118,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4.0,3.09,t.ha-1,130,122.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4678,1,T 39 or Black Shadow-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Kidney bean-Common wheat,Kidney bean-Common wheat,2,2118,Kidney bean-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2118,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4.0,3.46,t.ha-1,130,122.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4679,1,T 39 or Black Shadow-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Kidney bean-Common wheat,Kidney bean-Common wheat,2,2118,Kidney bean-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2118,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4.0,2.92,t.ha-1,130,122.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4680,1,T 39 or Black Shadow-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Kidney bean-Common wheat,Kidney bean-Common wheat,2,2118,Kidney bean-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2118,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4.0,3.04,t.ha-1,130,122.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4681,1,T 39 or Black Shadow-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Kidney bean-Common wheat,Kidney bean-Common wheat,2,2118,Kidney bean-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2118,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4.0,2.95,t.ha-1,130,122.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4682,1,T 39 or Black Shadow-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Kidney bean-Common wheat,Kidney bean-Common wheat,2,2118,Kidney bean-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2118,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4.0,3.46,t.ha-1,130,122.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4683,1,T 39 or Black Shadow-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Kidney bean-Common wheat,Kidney bean-Common wheat,2,2118,Kidney bean-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2118,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4.0,3.47,t.ha-1,130,122.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4684,1,T 39 or Black Shadow-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Kidney bean-Common wheat,Kidney bean-Common wheat,2,2118,Kidney bean-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2118,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4.0,2.76,t.ha-1,130,122.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4685,1,T 39 or Black Shadow-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Kidney bean-Common wheat,Kidney bean-Common wheat,2,2118,Kidney bean-Common wheat,266,2000,2000,1,Triticum aestivum,Common wheat,0,2118,23 Aug. 2000,23 Apr. 2000,2,0,0,1,4.0,3.32,t.ha-1,130,122.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4776,1,T 39 or Black Shadow-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Kidney bean-Common wheat,Kidney bean-Common wheat,2,2118,Kidney bean-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2118,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4.0,4.28,t.ha-1,130,122.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4777,1,T 39 or Black Shadow-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Kidney bean-Common wheat,Kidney bean-Common wheat,2,2118,Kidney bean-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2118,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4.0,4.01,t.ha-1,130,122.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4778,1,T 39 or Black Shadow-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Kidney bean-Common wheat,Kidney bean-Common wheat,2,2118,Kidney bean-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2118,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4.0,4.09,t.ha-1,130,122.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
4779,1,T 39 or Black Shadow-Amidon,2.0,212,212,Mandan,United States of America,46.46,-100.57,Article,0.08,Pachic Haplustoll (Wilton),Silty loam,6.1,409.0,Annual,Jan.-Dec.,Kidney bean-Common wheat,Kidney bean-Common wheat,2,2118,Kidney bean-Common wheat,267,2001,2001,1,Triticum aestivum,Common wheat,0,2118,23 Aug. 2001,23 Apr. 2001,2,0,0,1,4.0,4.09,t.ha-1,130,122.0,from 1914 to 2000,North Dakota,Jan.-Dec.,4.0,Annual,87.67741538618256,4271.366478015082
